artists,track_name,id,uri,track_href,analysis_url,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Jimmi Nguyen,Chiều Nghe Biển Khóc,43n7uUt87tgkiBAVPemk9v,spotify:track:43n7uUt87tgkiBAVPemk9v,https://api.spotify.com/v1/tracks/43n7uUt87tgkiBAVPemk9v,https://api.spotify.com/v1/audio-analysis/43n7uUt87tgkiBAVPemk9v,0,0.818,0.237,11,-13.361,0,0.0351,0.833,0.000936,0.0773,0.204,107.04,278805,4,0
Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,5fFLotKS1286huYIMQHqz7,spotify:track:5fFLotKS1286huYIMQHqz7,https://api.spotify.com/v1/tracks/5fFLotKS1286huYIMQHqz7,https://api.spotify.com/v1/audio-analysis/5fFLotKS1286huYIMQHqz7,63,0.888,0.418,0,-9.812,1,0.0573,0.665,0,0.111,0.531,127.073,275906,4,1
Việt Quang,Tình Ơi,63fFPvwKSQ92kXpHvrMdCh,spotify:track:63fFPvwKSQ92kXpHvrMdCh,https://api.spotify.com/v1/tracks/63fFPvwKSQ92kXpHvrMdCh,https://api.spotify.com/v1/audio-analysis/63fFPvwKSQ92kXpHvrMdCh,0,0.801,0.756,2,-7.229,0,0.0272,0.638,2.29E-06,0.0586,0.722,120.041,228833,4,0
Đen and Kimmese and Lynk Lee,Rapcoustic 5,7unqgXVmp0iFt6ZW465opZ,spotify:track:7unqgXVmp0iFt6ZW465opZ,https://api.spotify.com/v1/tracks/7unqgXVmp0iFt6ZW465opZ,https://api.spotify.com/v1/audio-analysis/7unqgXVmp0iFt6ZW465opZ,0,0.641,0.536,0,-6.63,1,0.323,0.832,0,0.147,0.613,143.863,547154,4,0
Tạ Quang Thắng,Gió Đánh Đò Đưa,1Bs0asdsNeQ1lsEyQV0om2,spotify:track:1Bs0asdsNeQ1lsEyQV0om2,https://api.spotify.com/v1/tracks/1Bs0asdsNeQ1lsEyQV0om2,https://api.spotify.com/v1/audio-analysis/1Bs0asdsNeQ1lsEyQV0om2,39,0.53,0.568,5,-5.005,1,0.0347,0.727,0,0.108,0.31,86.001,216279,4,0
Nhu Quynh,Mùa Thu Lá Bay,6HP0QkGVqfY74mVMLCuN6h,spotify:track:6HP0QkGVqfY74mVMLCuN6h,https://api.spotify.com/v1/tracks/6HP0QkGVqfY74mVMLCuN6h,https://api.spotify.com/v1/audio-analysis/6HP0QkGVqfY74mVMLCuN6h,34,0.267,0.524,1,-5.8,1,0.0376,0.247,7.02E-05,0.089,0.186,71.196,285960,4,0
Bich Phuong,Nói Thương Nhau Đừng Làm Trái Tim Em Đau,3bEAVuzTJ1Pd4ZGj2ykqnB,spotify:track:3bEAVuzTJ1Pd4ZGj2ykqnB,https://api.spotify.com/v1/tracks/3bEAVuzTJ1Pd4ZGj2ykqnB,https://api.spotify.com/v1/audio-analysis/3bEAVuzTJ1Pd4ZGj2ykqnB,33,0.72,0.668,0,-5.638,0,0.0557,0.624,9.24E-05,0.34,0.291,111.917,279439,4,0
MIN and JustaTee and Yuno Bigboi,MLEM MLEM,3ae1vbawLG43UHpuLDyX3N,spotify:track:3ae1vbawLG43UHpuLDyX3N,https://api.spotify.com/v1/tracks/3ae1vbawLG43UHpuLDyX3N,https://api.spotify.com/v1/audio-analysis/3ae1vbawLG43UHpuLDyX3N,43,0.981,0.692,9,-4.425,1,0.0469,0.0367,0,0.0756,0.803,114.986,218087,4,0
Noo Phước Thịnh and Tonny Viet,Gat Di Nuoc Mat,7uooJXRRcT1ZSfKnU8xYzD,spotify:track:7uooJXRRcT1ZSfKnU8xYzD,https://api.spotify.com/v1/tracks/7uooJXRRcT1ZSfKnU8xYzD,https://api.spotify.com/v1/audio-analysis/7uooJXRRcT1ZSfKnU8xYzD,34,0.559,0.516,8,-8.34,1,0.0459,0.535,0,0.183,0.437,88.595,256261,4,0
Sơn Tùng M-TP,Nắng Ấm Xa Dần,2HJTiK8apJmdBUcHsfp1mR,spotify:track:2HJTiK8apJmdBUcHsfp1mR,https://api.spotify.com/v1/tracks/2HJTiK8apJmdBUcHsfp1mR,https://api.spotify.com/v1/audio-analysis/2HJTiK8apJmdBUcHsfp1mR,38,0.643,0.789,1,-8.233,0,0.0346,0.00442,0,0.0874,0.476,120.022,188082,4,1
Sơn Tùng M-TP,Chúng Ta Không Thuộc Về Nhau,6mwLlebZwvlCewF06M16nu,spotify:track:6mwLlebZwvlCewF06M16nu,https://api.spotify.com/v1/tracks/6mwLlebZwvlCewF06M16nu,https://api.spotify.com/v1/audio-analysis/6mwLlebZwvlCewF06M16nu,48,0.75,0.835,9,-4.698,0,0.0341,0.241,0.000209,0.153,0.487,102.992,233010,4,1
Sơn Tùng M-TP,Âm Thầm Bên Em,1Huy9G87D6pbIveFulsH0P,spotify:track:1Huy9G87D6pbIveFulsH0P,https://api.spotify.com/v1/tracks/1Huy9G87D6pbIveFulsH0P,https://api.spotify.com/v1/audio-analysis/1Huy9G87D6pbIveFulsH0P,54,0.498,0.462,10,-9.153,1,0.0273,0.883,0.00338,0.128,0.107,140.083,293112,4,1
JayKii,Chiều Hôm Ấy,2k45ybOIOrlzSWzwqSs1wa,spotify:track:2k45ybOIOrlzSWzwqSs1wa,https://api.spotify.com/v1/tracks/2k45ybOIOrlzSWzwqSs1wa,https://api.spotify.com/v1/audio-analysis/2k45ybOIOrlzSWzwqSs1wa,11,0.527,0.397,11,-4.754,1,0.0279,0.82,0,0.105,0.305,153.878,308703,4,0
Thu Minh,Xin Hãy Quên Đi,5sCQM5f7EZYpH7Mgik6ZCA,spotify:track:5sCQM5f7EZYpH7Mgik6ZCA,https://api.spotify.com/v1/tracks/5sCQM5f7EZYpH7Mgik6ZCA,https://api.spotify.com/v1/audio-analysis/5sCQM5f7EZYpH7Mgik6ZCA,1,0.563,0.494,0,-8.253,1,0.0461,0.481,0,0.128,0.247,138.013,301009,4,0
Sơn Tùng M-TP,Thái Bình Mồ Hôi Rơi,77WB1SRD0tGgkKQFIWCISJ,spotify:track:77WB1SRD0tGgkKQFIWCISJ,https://api.spotify.com/v1/tracks/77WB1SRD0tGgkKQFIWCISJ,https://api.spotify.com/v1/audio-analysis/77WB1SRD0tGgkKQFIWCISJ,38,0.533,0.442,3,-6.657,0,0.0288,0.3,2.75E-06,0.155,0.157,130.05,318093,4,1
Lam Truong and Minh Tuyết,Em đâu biết,4x8029io4fAErs0fh28Qo7,spotify:track:4x8029io4fAErs0fh28Qo7,https://api.spotify.com/v1/tracks/4x8029io4fAErs0fh28Qo7,https://api.spotify.com/v1/audio-analysis/4x8029io4fAErs0fh28Qo7,12,0.38,0.455,9,-11.848,1,0.0457,0.499,0,0.0991,0.35,204.691,288707,4,0
Bằng Kiều,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,5ImKOKpYaQ0x1jaevoYgAB,spotify:track:5ImKOKpYaQ0x1jaevoYgAB,https://api.spotify.com/v1/tracks/5ImKOKpYaQ0x1jaevoYgAB,https://api.spotify.com/v1/audio-analysis/5ImKOKpYaQ0x1jaevoYgAB,31,0.486,0.324,9,-9.654,0,0.0258,0.933,0.000305,0.119,0.254,78.058,282320,4,0
Vũ. and Kimmese,Một Giấc Mơ (feat. Kimmese),1CIR7UAbM5j9hcThZS8Dkz,spotify:track:1CIR7UAbM5j9hcThZS8Dkz,https://api.spotify.com/v1/tracks/1CIR7UAbM5j9hcThZS8Dkz,https://api.spotify.com/v1/audio-analysis/1CIR7UAbM5j9hcThZS8Dkz,44,0.674,0.474,0,-6.662,1,0.0374,0.523,2.41E-05,0.294,0.448,132.968,227487,3,0
Sơn Tùng M-TP,Skyler,3ZMAHJ3O5wGASx1JHMCcvs,spotify:track:3ZMAHJ3O5wGASx1JHMCcvs,https://api.spotify.com/v1/tracks/3ZMAHJ3O5wGASx1JHMCcvs,https://api.spotify.com/v1/audio-analysis/3ZMAHJ3O5wGASx1JHMCcvs,43,0.824,0.716,1,-4.038,1,0.0411,0.019,0.00157,0.0753,0.389,125.031,134400,4,1
Sơn Tùng M-TP,Tiến Lên Việt Nam Ơi,7i5YAG2YaXwKSujxx9hx87,spotify:track:7i5YAG2YaXwKSujxx9hx87,https://api.spotify.com/v1/tracks/7i5YAG2YaXwKSujxx9hx87,https://api.spotify.com/v1/audio-analysis/7i5YAG2YaXwKSujxx9hx87,36,0.689,0.862,11,-7.737,1,0.045,0.594,1.58E-05,0.106,0.722,131.011,218628,4,1
Đen,Lộn Xộn 2,6nzmVDR2jqqIv4WQRFWB0n,spotify:track:6nzmVDR2jqqIv4WQRFWB0n,https://api.spotify.com/v1/tracks/6nzmVDR2jqqIv4WQRFWB0n,https://api.spotify.com/v1/audio-analysis/6nzmVDR2jqqIv4WQRFWB0n,41,0.912,0.636,2,-7.157,1,0.358,0.816,2.29E-05,0.109,0.48,91.012,217256,4,0
Nguyễn Thắng,Cầu Xin Tình Yêu,6Z1TcUqGsOOM7WXT9xF2xu,spotify:track:6Z1TcUqGsOOM7WXT9xF2xu,https://api.spotify.com/v1/tracks/6Z1TcUqGsOOM7WXT9xF2xu,https://api.spotify.com/v1/audio-analysis/6Z1TcUqGsOOM7WXT9xF2xu,5,0.605,0.513,0,-7.014,0,0.024,0.312,0,0.362,0.178,92.061,329267,4,0
Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,17iGUekw5nFt5mIRJcUm3R,spotify:track:17iGUekw5nFt5mIRJcUm3R,https://api.spotify.com/v1/tracks/17iGUekw5nFt5mIRJcUm3R,https://api.spotify.com/v1/audio-analysis/17iGUekw5nFt5mIRJcUm3R,62,0.569,0.66,2,-5.268,1,0.0358,0.0675,0,0.202,0.497,155.907,301538,4,1
Đông Nhi,Bối Rối,4vxr2ccAO33E05770kXfMd,spotify:track:4vxr2ccAO33E05770kXfMd,https://api.spotify.com/v1/tracks/4vxr2ccAO33E05770kXfMd,https://api.spotify.com/v1/audio-analysis/4vxr2ccAO33E05770kXfMd,35,0.576,0.724,1,-4.769,1,0.0433,0.649,2.18E-06,0.0817,0.332,173.946,208973,4,0
Đan Trường and Cẩm Ly,Ước Mơ Ngọt Ngào,1q3RyY1TCp5sObsbkh85di,spotify:track:1q3RyY1TCp5sObsbkh85di,https://api.spotify.com/v1/tracks/1q3RyY1TCp5sObsbkh85di,https://api.spotify.com/v1/audio-analysis/1q3RyY1TCp5sObsbkh85di,0,0.598,0.645,11,-7.223,1,0.0398,0.59,0,0.162,0.413,139.818,249443,4,0
Sơn Tùng M-TP,Lạc Trôi,4pWF7uyalOeveT6oansXmy,spotify:track:4pWF7uyalOeveT6oansXmy,https://api.spotify.com/v1/tracks/4pWF7uyalOeveT6oansXmy,https://api.spotify.com/v1/audio-analysis/4pWF7uyalOeveT6oansXmy,44,0.639,0.873,9,-3.646,0,0.0399,0.331,0.0326,0.133,0.166,135.062,232889,4,1
Tuấn Hưng,Vũ Điệu Thần Tiên,7ppyzDY1hkABG6HmGJDL7F,spotify:track:7ppyzDY1hkABG6HmGJDL7F,https://api.spotify.com/v1/tracks/7ppyzDY1hkABG6HmGJDL7F,https://api.spotify.com/v1/audio-analysis/7ppyzDY1hkABG6HmGJDL7F,0,0.721,0.718,6,-10.555,0,0.0494,0.173,7.41E-05,0.0696,0.866,127.868,258064,4,0
Sơn Tùng M-TP,Manh Ghep da Vo,5IT3Er11fnZI3h4fmsXwkF,spotify:track:5IT3Er11fnZI3h4fmsXwkF,https://api.spotify.com/v1/tracks/5IT3Er11fnZI3h4fmsXwkF,https://api.spotify.com/v1/audio-analysis/5IT3Er11fnZI3h4fmsXwkF,0,0.57,0.554,1,-6.021,1,0.0228,0.568,0,0.101,0.312,95.582,279838,4,1
Tuấn Hưng,Tìm Lại Hạnh Phúc,5jAWtS0CkPoDzgIY0htewb,spotify:track:5jAWtS0CkPoDzgIY0htewb,https://api.spotify.com/v1/tracks/5jAWtS0CkPoDzgIY0htewb,https://api.spotify.com/v1/audio-analysis/5jAWtS0CkPoDzgIY0htewb,0,0.325,0.309,11,-11.323,0,0.0332,0.879,7.42E-06,0.121,0.24,149.538,349539,4,0
Lam Truong,Chén rượu tình,59zirHWL6b3ZA5tXh6m0FL,spotify:track:59zirHWL6b3ZA5tXh6m0FL,https://api.spotify.com/v1/tracks/59zirHWL6b3ZA5tXh6m0FL,https://api.spotify.com/v1/audio-analysis/59zirHWL6b3ZA5tXh6m0FL,2,0.538,0.256,0,-11.86,1,0.0336,0.773,1.25E-06,0.103,0.121,136.727,265987,4,0
T Team,Muốn Nói Với Em,1HDrKXya87GMQfAGPlqNS9,spotify:track:1HDrKXya87GMQfAGPlqNS9,https://api.spotify.com/v1/tracks/1HDrKXya87GMQfAGPlqNS9,https://api.spotify.com/v1/audio-analysis/1HDrKXya87GMQfAGPlqNS9,51,0.564,0.592,0,-9.458,1,0.0449,0.525,0.0199,0.102,0.427,147.941,233514,4,0
Sơn Tùng M-TP,CÓ CHẮC YÊU LÀ ĐÂY,2z9iLlNBt1aLZUCFgXby97,spotify:track:2z9iLlNBt1aLZUCFgXby97,https://api.spotify.com/v1/tracks/2z9iLlNBt1aLZUCFgXby97,https://api.spotify.com/v1/audio-analysis/2z9iLlNBt1aLZUCFgXby97,57,0.746,0.724,10,-3.976,0,0.0498,0.119,2.09E-05,0.0506,0.596,95.003,202105,4,1
Sơn Tùng M-TP,Ấn Nút Nhớ... Thả Giấc Mơ,0zNyJEcrEbYvwA0s1msBPF,spotify:track:0zNyJEcrEbYvwA0s1msBPF,https://api.spotify.com/v1/tracks/0zNyJEcrEbYvwA0s1msBPF,https://api.spotify.com/v1/audio-analysis/0zNyJEcrEbYvwA0s1msBPF,39,0.712,0.697,1,-8.224,0,0.0459,0.649,0.000132,0.334,0.634,94.987,244540,4,1
Tú Quyên,Tình yêu muôn thửa,5u29wrqrC2MuNGESPGbXZh,spotify:track:5u29wrqrC2MuNGESPGbXZh,https://api.spotify.com/v1/tracks/5u29wrqrC2MuNGESPGbXZh,https://api.spotify.com/v1/audio-analysis/5u29wrqrC2MuNGESPGbXZh,1,0.451,0.388,8,-8.876,0,0.0261,0.723,4.16E-05,0.116,0.102,75.101,313360,4,0
Trung Quân,Mùa Hè Phía Chân Trời (Nhạc Phim Tháng 5 Để Dành),7995kB8y1bhLkmWbnGfVOe,spotify:track:7995kB8y1bhLkmWbnGfVOe,https://api.spotify.com/v1/tracks/7995kB8y1bhLkmWbnGfVOe,https://api.spotify.com/v1/audio-analysis/7995kB8y1bhLkmWbnGfVOe,0,0.588,0.415,4,-11.138,1,0.0559,0.771,0,0.146,0.289,144.018,211667,4,0
TIA,Điều Em Muốn,32tmhrUFUzZLN4AHfYNTgr,spotify:track:32tmhrUFUzZLN4AHfYNTgr,https://api.spotify.com/v1/tracks/32tmhrUFUzZLN4AHfYNTgr,https://api.spotify.com/v1/audio-analysis/32tmhrUFUzZLN4AHfYNTgr,4,0.696,0.582,1,-8.858,0,0.0298,0.627,0.000125,0.0614,0.398,102.024,235588,4,0
Dick and Ngắn and CHARLES.,Đã Bao Lâu - CHARLES. Remix,3j6U1Lf4xRqE4oRnTRy90g,spotify:track:3j6U1Lf4xRqE4oRnTRy90g,https://api.spotify.com/v1/tracks/3j6U1Lf4xRqE4oRnTRy90g,https://api.spotify.com/v1/audio-analysis/3j6U1Lf4xRqE4oRnTRy90g,26,0.903,0.549,10,-9.717,1,0.0922,0.514,0,0.08,0.923,140.042,234857,4,0
Cẩm Ly,Em Sẽ Quên... Người Ơi,0fL8ehyCC5ORs9JT9w1m1u,spotify:track:0fL8ehyCC5ORs9JT9w1m1u,https://api.spotify.com/v1/tracks/0fL8ehyCC5ORs9JT9w1m1u,https://api.spotify.com/v1/audio-analysis/0fL8ehyCC5ORs9JT9w1m1u,3,0.59,0.546,7,-8.388,0,0.0305,0.0346,1.10E-06,0.0785,0.319,128.261,264587,4,0
Sơn Tùng M-TP,Không Phải Dạng Vừa Đâu,4yHdRaAAzoAmzC9pbrmiE1,spotify:track:4yHdRaAAzoAmzC9pbrmiE1,https://api.spotify.com/v1/tracks/4yHdRaAAzoAmzC9pbrmiE1,https://api.spotify.com/v1/audio-analysis/4yHdRaAAzoAmzC9pbrmiE1,43,0.71,0.809,1,-5.424,0,0.05,0.64,0.00254,0.0913,0.871,95.022,247635,4,1
Tuấn Hưng,Cầu Vồng Khuyết,7wLQw79weDu4DLSd3fWzJT,spotify:track:7wLQw79weDu4DLSd3fWzJT,https://api.spotify.com/v1/tracks/7wLQw79weDu4DLSd3fWzJT,https://api.spotify.com/v1/audio-analysis/7wLQw79weDu4DLSd3fWzJT,0,0.688,0.521,11,-7.457,1,0.0331,0.265,2.74E-06,0.0984,0.44,122.001,251847,4,0
Sơn Tùng M-TP,Nơi Này Có Anh,5HbLlcJogki9rRq2KfkGQP,spotify:track:5HbLlcJogki9rRq2KfkGQP,https://api.spotify.com/v1/tracks/5HbLlcJogki9rRq2KfkGQP,https://api.spotify.com/v1/audio-analysis/5HbLlcJogki9rRq2KfkGQP,51,0.52,0.853,0,-5.249,1,0.0303,0.0446,0.000974,0.144,0.328,91.994,260117,4,1
Lam Truong and Đông Nhi,Tình lầm lỡ - Live,15hlmH2B8Ax6oK8sacEacX,spotify:track:15hlmH2B8Ax6oK8sacEacX,https://api.spotify.com/v1/tracks/15hlmH2B8Ax6oK8sacEacX,https://api.spotify.com/v1/audio-analysis/15hlmH2B8Ax6oK8sacEacX,15,0.569,0.58,9,-9.543,1,0.0336,0.11,0,0.119,0.406,76.059,214615,4,0
Tra My,Đừng Ai Nhắc Về Anh Ấy,6F6bme7jUc3WNyYI53ar3B,spotify:track:6F6bme7jUc3WNyYI53ar3B,https://api.spotify.com/v1/tracks/6F6bme7jUc3WNyYI53ar3B,https://api.spotify.com/v1/audio-analysis/6F6bme7jUc3WNyYI53ar3B,42,0.629,0.457,2,-7.073,0,0.0492,0.782,0,0.0967,0.167,139.91,279204,4,0
Will and Rtee,Em Đang Làm Gì Đấy (feat. R.Tee),4scDhVhyGt7Iw52CcUeBIx,spotify:track:4scDhVhyGt7Iw52CcUeBIx,https://api.spotify.com/v1/tracks/4scDhVhyGt7Iw52CcUeBIx,https://api.spotify.com/v1/audio-analysis/4scDhVhyGt7Iw52CcUeBIx,26,0.651,0.479,0,-7.182,1,0.0459,0.776,0,0.0959,0.445,133.586,267524,4,0
Sơn Tùng M-TP,Anh Sai Rồi,5tSXUXANUZzFDkDCQNMe5D,spotify:track:5tSXUXANUZzFDkDCQNMe5D,https://api.spotify.com/v1/tracks/5tSXUXANUZzFDkDCQNMe5D,https://api.spotify.com/v1/audio-analysis/5tSXUXANUZzFDkDCQNMe5D,41,0.423,0.38,4,-8.121,1,0.0282,0.729,0,0.113,0.241,130.262,252303,4,1
Đan Trường and Cẩm Ly,Ảo Mộng Tình Yêu,7InV6XY4C0uC5NltrnPdOJ,spotify:track:7InV6XY4C0uC5NltrnPdOJ,https://api.spotify.com/v1/tracks/7InV6XY4C0uC5NltrnPdOJ,https://api.spotify.com/v1/audio-analysis/7InV6XY4C0uC5NltrnPdOJ,0,0.73,0.535,9,-9.331,1,0.0276,0.326,0,0.0688,0.274,123.968,356232,4,0
Phan Dinh Tung,Vet Thuong Long,13W0lnpVvlsT6JmVQA9iZR,spotify:track:13W0lnpVvlsT6JmVQA9iZR,https://api.spotify.com/v1/tracks/13W0lnpVvlsT6JmVQA9iZR,https://api.spotify.com/v1/audio-analysis/13W0lnpVvlsT6JmVQA9iZR,5,0.501,0.316,3,-12.92,0,0.0311,0.562,0,0.134,0.301,139.815,318394,4,0
Lam Truong,Tình thôi xót xa,73IJpwxH3KxjkP9D6eqkXO,spotify:track:73IJpwxH3KxjkP9D6eqkXO,https://api.spotify.com/v1/tracks/73IJpwxH3KxjkP9D6eqkXO,https://api.spotify.com/v1/audio-analysis/73IJpwxH3KxjkP9D6eqkXO,34,0.452,0.452,1,-12.59,0,0.0318,0.249,5.64E-05,0.143,0.103,177.832,354280,4,0
Hien Thuc,Nhật Ký Của Mẹ,1Ccizo5yoMnUU41Rpm9NhW,spotify:track:1Ccizo5yoMnUU41Rpm9NhW,https://api.spotify.com/v1/tracks/1Ccizo5yoMnUU41Rpm9NhW,https://api.spotify.com/v1/audio-analysis/1Ccizo5yoMnUU41Rpm9NhW,0,0.365,0.452,7,-6.127,0,0.0315,0.627,0,0.371,0.351,82.259,494968,3,0
